Country,ISO3,Indicator,Unit,Source,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Sub-Region,Income Group,Area (KM²),Density (KM²)
Mauritania,GUI,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.8827321514439124,1.7466334344481886,-0.48601399289551805,2.8335146782952982,-0.12325151613132723,0.4021976523948032,-0.8286394190121353,-0.2461841904120603,0.6852125043205621,-0.8208888603898372,2.037432445212497,-0.0456452719285676,-1.5003882631273124,0.3096688397512777,1.4643124396761982,2.015195225482625,-0.5823005992683292,0.14373265789414136,2.3304466501044123,-1.6676596234374435,2.6296642518941287,-0.14660132286253846,-0.09480567929020567,-0.2635949401200215,1.1132987054408803,-1.8380251181725558,-0.6881398439342894,-1.8897382598219767,-0.5841876857477746,-1.1911471718010262,0.29575050832175265,0.2908078064821549,2.053806766672049,1.357715410840321,2.1990748874841817,0.9617215761587685,-1.8716268182796258,0.1598930881108247,0.33896207318514104,-0.8791660620294055,-1.4776111137095032,0.9189975851681953,0.3379217137160957,-1.7820215345992612,1.260561997492558,1.4108265728146048,2.8507971418592417,-0.4340894918663829,0.301136935073262,2.0632851365202542,0.26942544841737615,-1.9189257522899226,-0.692815033479363,2.1793120325532858,2.4461310680952124,2.2331109467658896,0.8196765289909993,1.36165060235699,-0.33456351624100256,-1.235588469073126,2.387834721317847,2.4088671495063405,Middle East & North Africa,Lower middle income,6140236.0,317
South Africa,ABJ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.2016598925783852,-1.4172190932903548,-0.7553438029384723,-1.9050995811051312,-0.46016929171538257,1.1554475616854516,2.098663657776677,0.3273505379527122,-0.5765540999317957,2.7716648239589663,0.5090767193729717,1.4659427615786953,-0.08404413490970031,2.001060380584195,-0.001139482764600519,1.675453800486459,-0.7343355549466839,0.37315502120629684,0.5400870866921359,-0.002767454083742349,2.7722340629839364,1.6926474558045248,1.4440501098210334,-0.990619889575457,0.9891721594238536,0.009442727547734897,-0.6598511332164063,-0.6811744433300615,-0.8980069545992635,-1.2328813493593982,-1.339762553899864,-0.15682745555088795,0.9219050609706314,2.4137373099677086,0.11556191358942858,0.35752602020057056,2.0948569372633656,-1.503260242883359,-1.3349343155782183,-0.5586799132267162,0.5906881776219635,2.481293710368077,-1.698348231800178,-0.45653278643890505,-0.38987280954451187,1.4094674941124756,2.1437268956721205,2.9894477619347297,2.977073300384064,2.2681904792159617,0.22132094040692118,-1.3625130235706644,2.9217849986411517,0.5198730012774515,0.6748357097604822,-1.9426309847845684,-0.749444343835056,2.998194725144793,-1.1995708355359858,-1.9818857647126586,0.41193830217584226,0.1361790486795993,East Asia & Pacific,High income,2440277.0,40
Cuba,XQC,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.7519206132601313,-1.7581388888077347,-1.3184490780351348,0.09763571185978837,1.5156367329473865,0.1836452499083725,0.4588842157915227,-1.5459493556450636,0.06863972238278171,2.1738563186129296,2.319934284477352,-0.8785034478103557,1.3615986348876064,0.9596846192545563,2.1860090934911396,1.0423621384791097,1.3995179260291724,-1.950568155303234,-0.3807178496898378,2.206349104955505,2.480890135138738,-1.8667450351886026,2.5540294279907965,-1.6424926592659292,2.97796198156374,1.64338125670155,2.630773067963652,0.33878958024731176,2.6181058350149273,0.3559680305153403,1.0430941837170193,-1.5193708079656152,2.3028957263489858,-0.5909365570437273,-1.7600155233500963,1.3644498294511638,-1.1544793893201648,-0.24260153149108277,-1.5751430054000881,-1.8390547659272776,-1.160186297625041,-0.8294253785305521,0.1631026548107748,1.94366139060585,-1.753603647019331,-1.8491456062441196,1.3895818127862851,2.4217062657086483,-0.0960287449168038,1.7737079395718376,0.3223103479631,0.345940329440249,2.8728798019585886,2.4440594744634554,1.1725592195575683,2.246613295446534,-1.9220018906363365,-0.5056748391678405,2.4917235109586198,-0.7290255266754424,2.1684047825889747,2.047665559824731,Latin America & Caribbean,Upper middle income,3856687.0,375
Korea,YXK,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.21069936548420598,0.07869884373962677,0.313801376540332,-0.9633546845984824,-1.1687687780420724,1.8753059767350262,-1.3062337807615076,-1.9995494370050986,-0.6342886982741895,-0.7485171289593588,-1.5092699337054287,0.13101560191449657,1.1060725587461535,-1.088667459621701,0.4142289972338804,2.321657809725642,1.9118013973510326,1.9137704885152216,1.3058598123498548,1.8101381407734154,0.6451468591188672,1.3289269205729024,-0.9343753567921107,-0.046051051967566536,1.8138598156941739,0.5249171313102217,1.1572354894511618,2.932102112769009,1.2189245070246204,0.9890299156790396,0.41749773760902853,-1.0378884841432072,2.2197066250013764,-1.086583599440955,2.9810104872494625,-1.8513067176959552,2.3056356695165485,2.8081827191952202,0.8424554920416103,-0.1677167286997947,2.259326472040396,0.6152922201218236,-0.2287627717907168,0.2653022412513395,1.539158929492027,1.287585517577142,-1.8101569360754488,1.5872107410637493,2.7203917467326946,0.2500923027918889,0.26158169349528126,1.7076709878661984,0.36025907426831427,-1.9341627574915725,0.2364696040631591,-1.6308422934436284,1.7280226382708719,1.5421004462790724,-1.3999539622858657,0.2548128467096733,2.8857754435306155,0.12938487045481306,Latin America & Caribbean,Low income,11754094.0,139
Namibia,XWN,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.7035518777391547,0.12315410216277378,-1.899961166426285,0.005816121433928068,-1.4707367904918809,-1.5873801449265876,1.5821235906778486,2.6127090267786484,2.0384731266217377,-1.245893259814617,0.35898002339926594,2.4662846264776066,1.0616277425553173,-1.720851602880124,0.4000330551332527,2.0854354323360518,1.3144183838140489,0.03910463274744158,-1.4832010169866199,-1.2333500507334705,-1.8905333415828456,-1.3392525340063952,-0.7401895180758793,0.17417814953441813,0.2740550828611643,2.317940472430145,1.8450461994520913,0.4147795539515018,-0.04204302272005789,2.2168590180036745,0.2558097707635234,0.2508476611528505,1.9521338774853367,-0.04104482407618848,-0.7596999465629077,-1.1921314575466622,1.28292030262506,1.4510488042062293,0.15676533372764467,0.9012982166306229,0.702714199310214,-1.2526021050924085,-1.6629016545268687,2.084987377696173,-1.9292477822744563,-0.23895557259115607,1.7111525135803958,-0.7477494950945429,1.6154675956853404,-1.8695992149439733,-0.45850158317684286,0.30728068013964904,0.014878205894825136,0.14457596698813457,-0.8391957333325144,1.504443945303076,-0.35013894491667297,0.49744051026788405,1.2403908144859668,2.1775193580818417,-0.055737097891483955,2.7475129266361833,Europe & Central Asia,Lower middle income,16828749.0,79
Uganda,PRZ,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,2.341454823096285,2.7978800624252713,1.213088435151446,2.45129192335777,1.6382647362287153,1.9719634101011163,0.07187343928033796,1.3182733630949404,1.308165421562328,-1.5016191198382127,-0.4624621279646455,-1.2713692718823308,0.7397176397426355,1.487409917463125,-0.3039808991697224,0.06757371667931578,2.347978027808786,-1.191421696302865,1.38930423700111,-0.9408832777802738,2.403041916786524,1.688794623470975,-0.7741556739043358,-1.242534203421895,2.06948120203689,-1.131077701080497,-1.9122516985101239,0.2058386457860104,1.524373828022556,0.3688810073346085,2.275748367382861,-0.2543209800125834,1.6111754422483604,2.877277145123996,0.046393653256487255,0.33772573672881334,1.6553927696586008,1.8799993246713975,0.8482801164707223,1.7981374609686251,-1.7910143419880806,1.692533417472152,-0.986436008125565,0.9209935332561772,0.451664786210324,2.6469590377676413,0.1906257032249843,-1.909435969973877,-0.639699361677039,0.8751550551908522,-0.728219902952975,-1.1011813665612051,2.2385204139048422,-1.8692202910373257,-0.5665575662719422,-0.3299375485429965,2.03559339725507,-1.2111277384084433,2.272763299564449,-0.9565165690958848,2.182325196001332,1.7959691734010543,Latin America & Caribbean,Low income,12767004.0,420
Malta,GWH,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.9890198436020166,1.940037914821597,1.6509399124277744,-0.049521164284587194,0.35081906894683934,-1.1898009561849974,1.4256397715804985,-0.114640926358891,2.0779329160869695,-1.2284119004501464,0.1873813659096264,-0.49050611496153795,1.2428706956703532,-0.46060283051275297,2.008529663098863,-0.7226212280561115,2.7107357739703044,-0.6414751215413366,2.2144841567565567,-0.5209552344810264,-1.0731412727523486,-0.562161457166132,1.946441004688121,-1.251648130661652,2.6872494352398224,1.2568247925889287,1.4473025718997845,1.4169572533569408,1.5270166188644563,-1.4787520161026224,-0.16213660654319106,-1.215201015091331,2.5897191153183927,-1.6039013191766225,0.00684959583229805,2.3629222290869834,-0.23601682405120172,1.122034932279552,-1.1910878952447566,-1.803852162031757,2.9239425114013837,0.9798753093307768,-0.4311777787295821,0.2907430082633806,1.4409506577455433,-0.05941469097282415,-0.6384379698819518,-1.3041326274134888,-1.2815597119865256,-1.2907525525492063,-1.229752174543766,-0.4369401649160718,2.2161090149976967,0.22101968493167945,2.831342570013704,2.253827143127891,1.3528005462948092,2.508451633324565,2.8038095908210243,-0.23565093999843167,2.5221908178564902,-0.4161461285569521,South Asia,Low income,2309530.0,44
Somalia,FZF,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.6267408208306535,2.1870716541580686,2.786291802372115,1.9261627599317435,0.18113000348646668,2.400951294910594,-0.43792557028216494,0.3692227949792093,2.1277871096543572,-1.586765683030078,-0.21860769268616131,-0.14262231256016422,-0.4388420449165298,-1.5888773377086274,0.4988842365432755,1.9620577454432464,-1.3434779792100238,1.1228085821681435,2.5038240160131062,1.5348555072203296,2.994192508266943,1.3623516659892982,2.064764202815395,-0.9828835416765973,-1.141783015306545,-0.15271236702583657,1.3253147452998526,-0.7016504207901568,0.8738489672699914,-1.8915809786551478,1.2010638651749042,-1.5212292665243536,-1.9839773627364803,-1.1760176804400144,1.100893739761636,1.6660536921289122,-1.1572458637741287,0.2244776039856493,2.9794014496559846,0.5200234407807001,0.10569557640094107,-1.4146705844327765,-0.7887421176156966,1.524664328432089,1.1747499668116164,0.3864167799537479,1.1921942424307508,-1.7549174853443006,-0.6785117086534469,-1.392085004630527,2.27060426423811,-0.5270224269345114,2.048237565809284,-1.2358432634851222,0.8906976486047951,1.9601399789066782,-1.1642733377894081,0.05930630643164925,1.8647281073941508,2.1325763009704604,-1.8505410483311802,-0.728021708009025,Europe & Central Asia,Upper middle income,9870328.0,349
Nepal,IYO,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,1.0748844762349088,2.145255706464482,-1.0306505152576055,-0.3326487357589958,2.630172171147204,2.9629523990009075,-1.3714751030085575,1.9982370548640809,1.2035940867234154,0.7624756811147835,2.974586470015616,-0.31595707059188394,-0.08013397331213534,-1.1338944814982492,2.3896953180384743,1.8017214798793297,-0.6298728082793867,0.6210295961669954,1.6839789477558016,-0.19079135299396732,-1.9232642251607888,-0.600514152043865,2.1969728512199236,-1.0977995096800863,1.5418370636741727,1.5177944398037706,-0.058171235032788315,0.3753346193619427,2.598461562882868,-1.0052079957230275,0.2912697638573629,2.6084979286001673,2.5849197770956875,0.2035988766552923,-1.999734581029599,0.2649305498241423,-1.32592336935947,1.3098026989922458,1.2686954391004979,-0.46914792337814193,1.6046940790781905,-0.7189598715793197,-1.035203851188126,0.7122385067352024,1.6394530073131328,2.4460309484528757,-1.6912704061928845,-0.6286942546738343,2.1464082290683493,1.9559991403591899,-1.9925453930576453,-1.8756306609832474,-0.06407152152663054,1.2979599201448249,2.993219075710824,1.7317974170033699,2.174111752042129,0.027485733348302066,0.7326491053576563,1.783080540430459,0.34360924666719805,2.3566078266213415,Middle East & North Africa,Low income,15316710.0,19
Holy See (Vatican City State),TJU,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-1.4032940592731977,-0.7182790119864744,-0.19366979651310667,2.3419114393337424,0.8086800736436541,0.8173917609312888,0.9247337381404148,-0.6776605893574783,0.09195041384007663,-0.3812675795566931,1.532168725468241,0.12876056352921994,0.4744136505164782,0.4948071601765127,2.3076663399104103,-0.5583802061396219,-1.8842508618035296,-1.1235081776142002,-0.36064316537084795,-1.7455082722133635,2.8456990569649436,0.7423297887447919,-1.6203566267128426,1.973629836158615,-1.6066774007831142,1.679227444905564,0.9475670887409802,2.5360934353178015,-1.1158339116743292,1.8422015825659277,2.3372517241621473,-0.9950295078475739,2.5527955794400228,-0.6161216159207465,-0.12517231379138405,0.7182575354785712,-1.3811813625479852,-0.5117773702582449,1.1035060691519325,-0.3443117041907866,-1.9428070898544658,-0.8261765933850271,1.4203853456640103,0.011249890671316098,2.8473087286936902,-0.18036658892723967,2.409478843635969,-1.0401606935569212,-0.855317470312356,1.4882063399075265,0.07147855774907086,-1.3224697206763174,-1.7967651118878658,1.0773172302119747,1.8802319540442025,-0.5209817163523311,0.604059822235131,-0.5564091620057692,0.7597287533788446,-0.37374333999323706,2.111353824252223,1.4660658297085103,North America,Upper middle income,12763624.0,88
Tokelau,ZKM,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,-0.03109441061324647,-0.2626331394863928,2.6909789544965896,1.054257713512445,-0.36748952120078826,1.1015057916177797,-0.5196448683472803,1.0780600991168954,-1.8168761043948134,-0.45137423201262683,-0.772640396399749,2.7709470836198626,2.1445845122344895,-1.7227356891311945,-1.5880292852051237,2.6289330313690487,-1.4994327373991028,0.8563013867556979,2.496264201413556,-1.5728497153005065,1.3912588046508048,-1.3506502641131117,-0.6177993767233407,0.6843670393830403,0.40810963695894165,-1.5407650227335294,-1.7929743444098083,-0.5557714121157495,2.263921678427894,1.2933618997712695,-1.4720709028586048,-1.4504696894316282,-1.6629166127157533,2.1761237055021834,1.763337368118714,-1.543043978760823,1.6121142797734471,1.516831868617016,2.741827021823914,0.29377660399907146,-1.0129996420244984,0.7854407756086994,2.9064604537989878,2.7401401416758198,0.529888715754768,-1.654535307965898,2.8070327577773844,-0.6087954107308966,1.3549037809817288,0.8081277486657878,2.157646968092722,2.264800038885955,1.236449211972265,2.045377744555246,2.0578735319063473,1.2295170410476826,2.959605735191836,0.6684671855975282,-0.3098124717149373,1.4275988968505495,0.8063426664937845,-1.7492081615181825,Sub-Saharan Africa,Lower middle income,15240026.0,89
Dominican Republic,IVH,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.8949625054355179,2.2586179017221983,1.7508756306888626,2.200282174179125,-0.7035214203505014,-1.4797079137557034,-1.2166500829079006,1.6506429491596712,1.6362349890385905,0.3655376054028192,0.39367100853259673,-1.2919361640497433,-1.6480276389368909,1.8769431505991307,0.07476317138428712,-1.6658563131737045,0.6197470309706814,-1.2441704489147114,2.672331703124078,-1.7267713877819344,-0.23838835344842524,-0.009993933194181626,-0.77301356732203,-0.6520243734521491,2.21698235270203,-1.2934357311938032,-0.30535246442089425,-1.3358621214879178,-1.16316181378724,0.023159352805506295,-1.9808005008092833,2.221725639748442,-1.5501181963282926,-0.5314081600015719,1.294373942220294,0.4620024225833608,0.19088530505471457,1.5148163932613894,0.5967816747902179,2.8978351057167053,-0.9136449913764249,1.8319834148663539,0.29053573858657833,-1.941172211786946,2.7046044313779607,0.12543097690368565,0.132841987636247,-1.3076310550722041,1.9823378967014889,-0.5911217619219027,1.0493350168748656,2.1171127126962697,2.3169066213934606,-1.975356972218032,1.2472041048709088,-0.23130837502856094,-1.3945757595050412,-1.613582294166159,2.541622246074027,0.7319748669357891,-1.4954904950153178,-0.6253380957340142,East Asia & Pacific,Upper middle income,15935091.0,487
Reunion,VWK,Temperature change with respect to a baseline (°C),Degree Celsius,Generated data,0.00025678678598684,2.889612014957115,2.379578128110099,2.7311894245240342,2.2886599682750006,2.450333831695149,-0.6067011530206339,-1.5003302521641986,2.477123608323316,-1.326094701965348,1.4056877925005633,0.966694645358591,0.33400499018141483,2.6512437503198676,0.6620175109374822,-0.34646081145090535,2.0195554927355595,2.0222658717454953,1.6355416271418814,-0.0834371677488921,1.549729761646578,2.310834664994456,-0.16807347243835746,2.962106097369058,1.5284662414794048,-0.1156255422434449,-0.7012786895956473,-0.517898696070854,2.949499207577187,-1.9014056119506462,2.813838614009626,1.4159057865748848,2.8602969772142917,1.0946945987658108,0.3508222897814579,-0.5618061363181925,-0.8773722001206712,1.755406375480498,-0.892749429118465,-0.3623045127713602,2.0519774760482905,-0.17727313662366795,-1.5785999162599573,2.687142742202644,-0.37853356497753676,2.9244296197736945,-1.0646261828587034,2.638828590985237,-1.6664640533666373,0.5178801837472657,2.5398649949960603,-1.4001789026279252,-1.3414650980987308,-0.9553843842342178,-0.47734757897338254,-1.2856491292357517,-1.8142084730222923,-1.7506867385357499,-1.6567031214719097,-0.4476774609911698,-1.010055501737852,-0.40999749801450536,Middle East & North Africa,Low income,5725718.0,207
